Page Name,User Name,Facebook Id,Likes at Posting,Followers at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Secretaría de Marina,SEMARMX,212150908889717,1609907,1640932,2020-07-30 10:08:04 CDT,Photo,380,3,15,189,0,0,0,0,7,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2812875178817264,Se parte de la gran familia naval y navega con nosotros en las cuentas de redes sociales oficiales. #SoyNaval y estoy #ParaServirAMéxico,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2812874465484002/?type=3,,,,,,,594,594,-4.36
Secretaría de Marina,SEMARMX,212150908889717,1567657,1582314,2020-03-06 10:54:30 CST,Photo,362,5,43,178,0,3,0,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2469012866536832,"#EnBreve dará inicio la Ceremonia conmemorativa al 08 de marzo, Día Internacional de la Mujer. ¡Sigue nuestra transmisión #EnVivo! #FelizViernesATodos",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2469012296536889/?type=3,,,,,,,591,591,-4.38
Secretaría de Marina,SEMARMX,212150908889717,1728839,1760700,2021-02-13 10:03:29 CST,Photo,376,5,38,165,0,0,0,0,6,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3346790642092379,"Felicitamos a todas las emisoras nacionales hoy en su día, ya que son una herramienta fundamental para la comunicación e información de la ciudadanía. ¡Enhorabuena!",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3346788672092576/?type=3,,,,,,,590,590,-3.95
Secretaría de Marina,SEMARMX,212150908889717,1666064,1686133,2020-11-05 10:07:12 CST,Photo,395,4,33,144,2,0,0,0,6,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3093409390763840,"En este #DíaMundial de concienciación sobre #Tsunamis, el Centro de Alerta de Tsunamis te recuerda que ante un desastre natural tu seguridad es primero, por ello, te invitamos a mantenerte siempre informado a través de nuestra página oficial. Consulta 👉 https://bit.ly/34Wm4Et:=:https://digaohm.semar.gob.mx/cat/centroAlertasTsunamis.html",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3093408807430565/?type=3,,,,,,,584,584,-4.61
Secretaría de Marina,SEMARMX,212150908889717,1665588,1685584,2020-11-02 10:09:45 CST,Photo,395,5,29,147,0,1,0,0,7,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3085717781533001,"Te compartimos la última galería fotográfica de #DíaDeMuertos, y agradecemos a la gran #FamiliaNaval por compartir y preservar nuestras tradiciones.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/3085701341534645/?type=3,,,Photos from Secretaría de Marina's post,,,,584,584,-4.61
Secretaría de Marina,SEMARMX,212150908889717,1565955,1580498,2020-02-25 13:01:33 CST,Photo,341,8,69,162,4,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2449325451838907,"En la Secretaría de Marina trabajamos para erradicar la violencia contra la mujer, pues es una de nuestras prioridades. 25 de febrero #DíaNaranja",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2449324748505644/?type=3,,,,,,,584,584,-4.43
Secretaría de Marina,SEMARMX,212150908889717,1667630,1688015,2020-11-13 12:33:58 CST,Photo,413,4,35,110,5,0,0,0,6,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3115191788585600,¿Sabes lo que se considera una urgencia dental? Ingresa a https://bit.ly/32E2mMm:=:https://www.gob.mx/cms/uploads/attachment/file/591510/CARTEL_urgencia_odontolo_gica_1_.pdf y conoce más de este tema. #CuidaTuSalud,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3115190371919075/?type=3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FSEMARMX%2Fphotos%2Fa.397708360333970%2F3115190371919075%2F%3Ftype%3D3,"MARINA SECRETARÍA DE MARINA DURANTE LA PANDEMIA POR EL COVID-19, LAS PRÁCTICAS DONTOLOGICAS SON CONSIDERADAS POR LA ORGANIZACIÓN MUNDIAL DE LA SALUD (OMS) COMO ACTIVIDADES DE ALTO RIESGO, ATENDIÉNDOSE ÚNICAMENTE URGENCIAS DENTALES. ¿QUÉ SE CONSIDERA URGENCIA DENTAL? ¿QUÉ NO ES UNA URGENCIA DENTAL? #SOYNAVAL",,,,,573,573,-4.69
Secretaría de Marina,SEMARMX,212150908889717,1585982,1601353,2020-05-16 10:39:08 CDT,Photo,333,8,41,157,1,1,0,0,21,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2621245984646852,"El Día Internacional de la Convivencia en Paz, tiene como objetivo concienciar a la población de escuchar, reconocer, respetar y apreciar a los demás, así podremos construir un mundo mejor. #ParaServirAMéxico #FelizSabado",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2621236181314499/?type=3,,,,,,,562,562,-4.61
Secretaría de Marina,SEMARMX,212150908889717,1585280,1600600,2020-05-09 22:12:19 CDT,Photo,382,2,22,129,8,0,1,0,18,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2605625772875540,"#Noticias, Personal Naval en funciones de guardia costera y adscritos a la ENSAR de los Cabos #Informa:: hoy se llevó a cabo el rescate de dos personas del sexo masculino que se encontraban en inmediaciones del Hotel Misiones en la Bahía de Cabo San Lucas, BCS.",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2605625486208902/?type=3,,,Photos from Secretaría de Marina's post,,,,562,562,-4.61
Secretaría de Marina,SEMARMX,212150908889717,1595154,1624951,2020-06-06 16:45:41 CDT,Photo,394,0,44,102,1,2,0,0,18,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2672613346176782,"Erradicar el robo de hidrocarburos es tarea de todos, con tu ayuda ¡podremos lograrlo! Denuncia al 800 62 74 62 1 o al correo denuncia_ciudadana@semar.gob.mx. #ParaServirAMéxico",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2672612259510224/?type=3,,,,,,,561,561,-4.61
Secretaría de Marina,SEMARMX,212150908889717,1575440,1590353,2020-03-29 12:18:20 CST,Photo,365,15,61,113,3,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2517406218364163,"#Dinámica Prueba tu agilidad mental a través de nuestro crucigrama naval. ¡Si lograste acertar todas las líneas, comparte!",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2517406085030843/?type=3,,,,,,,558,558,-4.64
Secretaría de Marina,SEMARMX,212150908889717,1569215,1583957,2020-03-13 13:25:25 CST,Photo,383,5,14,152,0,1,1,0,0,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2483332221771563,#EnBreve dará inicio la “V Ceremonia de Graduación de Posgrados en Sanidad Naval”. #NoTePierdas nuestra transmisión #EnVivo,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2483331981771587/?type=3,,,,,,,556,556,-4.66
Secretaría de Marina,SEMARMX,212150908889717,1658156,1677305,2020-10-08 13:09:07 CDT,Photo,396,10,20,123,0,0,1,0,2,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3019784568126323,#QueNoSeTePase Mañana cierra la convocatoria del XX Concurso Nacional de Expresión Literaria “La Juventud y la Mar”. Consulta las bases en https://bit.ly/30dE5LV:=:https://www.gob.mx/cms/uploads/attachment/file/571920/CONVOCATORIA_JUVENTUD_Y_LA_MAR_2020.pdf ¡Participa!,https://www.facebook.com/SEMARMX/photos/a.397708360333970/3019768841461229/?type=3,,"XX Concurso Nacional de Expresion Literaria ""La Juventud y la Mar"" #SYNAVAL NAVAL",,,,,552,552,-4.61
Secretaría de Marina,SEMARMX,212150908889717,1651957,1670586,2020-09-22 14:53:58 CDT,Photo,360,9,37,135,0,0,0,0,11,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2970544439717003,"Te invitamos a participar en el XX Concurso Nacional de Expresión Literaria ""La Juventud y la Mar"" 2020. Consulta las bases en https://bit.ly/30dE5LV:=:https://www.gob.mx/cms/uploads/attachment/file/571920/CONVOCATORIA_JUVENTUD_Y_LA_MAR_2020.pdf",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2970543866383727/?type=3,,"ComAAO #SOY #SOYNAVAL NAVAL XX Concurso Nacional de Expresión Literaria ""La Juventud y la Mar""",,,,,552,552,-4.63
Secretaría de Marina,SEMARMX,212150908889717,1615345,1646612,2020-08-12 12:14:58 CDT,Photo,393,4,14,125,1,1,0,0,7,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2849911581780290,#250AñosLotenal contribuyendo al desarrollo de México. #OrgulloNacional ¡Enhorabuena!,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2849909858447129/?type=3,,"DURANTE ESTOS 250 AÑOS DE VIDA LA LOTERÍA NACIONAL, se mantiene como uno de los grandes pilares de la asistencia pública, brindando apoyo los que menos tieneny contribuyendo al desarrollo de México. GOBIERNO MEXICO 250 ANUERSANO 00000 0 51 12734 9358$33 8",,,,,545,545,-4.75
Secretaría de Marina,SEMARMX,212150908889717,1664964,1684860,2020-10-29 12:30:40 CST,Photo,312,18,47,155,0,3,0,0,6,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/3075559789215467,"Agradecemos a quienes, fomentando nuestras tradiciones han hecho posible esta galería. Y tú ¡Que esperas para mandarnos tu fotografía al correo redessociales@semar.gob.mx! Fecha límite 31 de octubre. @SecretariaCulturaMx",https://www.facebook.com/SEMARMX/photos/a.3075559705882142/3075518609219585/?type=3,,,Photos from Secretaría de Marina's post,,,,541,541,-4.84
Secretaría de Marina,SEMARMX,212150908889717,1654582,1673481,2020-10-01 13:30:15 CDT,Photo,347,5,31,145,0,0,0,0,9,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2998685420236238,"Si tienes entre 13 y 17 años de edad, te invitamos a participar en el XX Concurso Nacional de Expresión Literaria ""La Juventud y la Mar"" 2020. Consulta las bases en https://bit.ly/30dE5LV:=:https://www.gob.mx/cms/uploads/attachment/file/571920/CONVOCATORIA_JUVENTUD_Y_LA_MAR_2020.pdf",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2998684926902954/?type=3,,"XX Concurso Nacional de Expresión Literaria ""La Juventud y la Mar"" #SOY NAVAL",,,,,537,537,-4.78
Secretaría de Marina,SEMARMX,212150908889717,1616895,1648366,2020-08-15 15:08:55 CDT,Photo,346,0,43,134,1,0,1,1,7,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2858791877558927,#Entérate de las recomendaciones y medidas de protección del SARS-CoV-2 para el binomio madre-hijo durante el periodo de #LactanciaMaterna. Más información: https://www.gob.mx/cms/uploads/attachment/file/570198/lactancia_mat_covid19_14-AGOSTO.pdf  #SoyNaval,https://www.facebook.com/SEMARMX/photos/a.397708360333970/2858791557558959/?type=3,,LACTANCIA MATERNA Y COVID-19 Te invitamos a conocer medidas de prevención y más información relevante HAZ CLIC EN EL ENLACE #SOYNVAL #SOY NAVAL,,,,,533,533,-4.86
Secretaría de Marina,SEMARMX,212150908889717,1595847,1625668,2020-06-10 15:14:33 CDT,Photo,343,15,15,144,0,1,0,0,13,,0,0,0,N/A,https://www.facebook.com/SEMARMX/posts/2682166875221429,"#Entérate de las acciones más relevantes que realizamos día a día, solo sigue nuestras redes sociales oficiales y navega con nosotros. #ParaServirAMéxico",https://www.facebook.com/SEMARMX/photos/a.397708360333970/2682166688554781/?type=3,,,,,,,531,531,-4.88
